file,page,context
2018-07-30__-2532227711322477530__CCI PFAS Survey.pdf v1.pdf,2,"o control air emissions or as wetting agents for any plating or etch tanks? If so, what are the names of the chemicals and amounts and concentrations used? Please provide the SDS/MSDS sheets for these chemicals. N NY iv. Are any other chemicals used in the plating processes known to contain PFAS or PFOS? If so, what are the names of the chemicals and amounts and concentrations used? Please provide the SDS/MSDS sheets for these chemicals and a schematic or flow diagram that shows where each chemical is used. v. Are there any other fluorinated chemicals used (look for “fluoro in the SDS/MSDS chemical listing or product name, e.g., “fluorinated surfactant(s)” or “organic fluorosulfonate”)? If so, what are the names of the chemicals and amounts and concentrations used? Please provide the SDS/MSDS"
2018-07-30__-2838228056125865720__HNF-P7H3-DCN87 V1.pdf v1.pdf,1,"terim Report- 1) Status: Submitted Submitted By: Jeffrey Dietlin Submission Creator: Douglas Langworthy Active Steps: Reference #: Description: IPP PFAS Interim Report Notes There are currently no Submission Notes. Details Potential and Probable PFAS Sources Provide a list of potential source(s) of PFOS and/or PFOA in the table below. Indicate if they were found to be a probable source. If they are not a probable source, please provide an explanation of why. If you did not have potential sources, type ""none"" in the required fields. Facility Name: Facility Address: SIU or CIU Category (provide 40 CFR category for CIU): Probable Source? (If NO, explain why): AAR Mobility Systems 201 Haynes St. 332311 NO Provide an explanation:: Basis of survey results Arvco Container Corp. 1355 Marty Paul St. 32"
2018-07-30__-2838228056125865720__HNF-P7H3-DCN87 V1.pdf v1.pdf,2,"PM Mich Rubber PFAS Survey.pdf - 07/30/2018 01:38 PM Mich Rubber Response.pdf - 07/30/2018 01:38 PM Piranha PFAS Survey.pdf - 07/30/2018 01:39 PM Rec Boat PFAS Survey.pdf - 07/30/2018 01:39 PM Spencer Plastic PFAS Survey.pdf - 07/30/2018 01:39 PM Comment: NONE PROVIDED Were any probable sources of PFOS and/or PFOA identified? YES If landfills are among your probable sources, are any of them participating in the DEQ WMRPD initiative? YES List the landfills participating in the WMRPD initiative:: Wexford County Landfill LLC Sampling Results If you found probable sources of PFOS and/or PFOA, upload your monitoring plan- Attachment 2018 IPP Screening - Monitoring Plan.180627modif.pdf - 07/30/2018 01:48 PM Comment: NONE PROVIDED Have the industrial user sampling results been received? Results Pend"
2018-07-30__-2838228056125865720__HNF-P7H3-DCN87 V1.pdf v1.pdf,2,"probable sources of PFOS and/or PFOA identified? YES If landfills are among your probable sources, are any of them participating in the DEQ WMRPD initiative? YES List the landfills participating in the WMRPD initiative:: Wexford County Landfill LLC Sampling Results If you found probable sources of PFOS and/or PFOA, upload your monitoring plan- Attachment 2018 IPP Screening - Monitoring Plan.180627modif.pdf - 07/30/2018 01:48 PM Comment: NONE PROVIDED Have the industrial user sampling results been received? Results Pending Did you monitor your POTW effluent for PFAS? NO Provide an explanation, i.e. ""No Sources of PFAS found."": Awaiting results of industrial user sampling before sampling POTW effluent. 7/30/2018 2:49:08 PM Page 2 of 3"
2018-07-30__-4128789177103566747__HAVS PFAS Survey.docx v1.pdf,2,"Section 1 -Electroplaters/metal finishers/circuit board manufacturers PFAS-containing chemicals, specifically those containing perfluoroctane sulfonate (PFOS) were used by electroplaters as a demister/defoamer/surfactant to control air emissions of hexavalent chromium beginning in the mid-1990s. While hard chrome and decorative chrome platers using hexavalent chrome are the most likely sources, PFAS have also been found in wetting agents and other plating chemicals involving other metals and plastics. Even if used many years ago, PFAS-containing chemicals may persist in plating tanks, etch tanks, sumps, air emission control systems and secondar"
2018-07-30__-4128789177103566747__HAVS PFAS Survey.docx v1.pdf,2,"have also been found in wetting agents and other plating chemicals involving other metals and plastics. Even if used many years ago, PFAS-containing chemicals may persist in plating tanks, etch tanks, sumps, air emission control systems and secondary containment pits. Some chemicals identified as PFOS-free may still contain PFAS. We are still learning about the behavior of these chemicals, and there are concerns that chemical changes may occur in plating and etch baths. Platers in Michigan and Minnesota were found to have PFOS contamination in their wastewater years after they discontinued use of PFOS-containing chemicals. i. What types of plating are currently performed at your facility? ii. What types of plating were previously performed at your facility? Please summarize the plating"
2018-07-30__-4128789177103566747__HAVS PFAS Survey.docx v1.pdf,2,"stems and secondary containment pits. Some chemicals identified as PFOS-free may still contain PFAS. We are still learning about the behavior of these chemicals, and there are concerns that chemical changes may occur in plating and etch baths. Platers in Michigan and Minnesota were found to have PFOS contamination in their wastewater years after they discontinued use of PFOS-containing chemicals. i. What types of plating are currently performed at your facility? ii. What types of plating were previously performed at your facility? Please summarize the plating activities over the last 20 years if possible. iii. Are or were demisters/defoamers/surfactants used to control air emissions or as wetting agents for any plating or etch tanks? If so, what are the names of the chemicals and amoun"
2018-07-30__-4128789177103566747__HAVS PFAS Survey.docx v1.pdf,2,"may still contain PFAS. We are still learning about the behavior of these chemicals, and there are concerns that chemical changes may occur in plating and etch baths. Platers in Michigan and Minnesota were found to have PFOS contamination in their wastewater years after they discontinued use of PFOS-containing chemicals. i. What types of plating are currently performed at your facility? ii. What types of plating were previously performed at your facility? Please summarize the plating activities over the last 20 years if possible. iii. Are or were demisters/defoamers/surfactants used to control air emissions or as wetting agents for any plating or etch tanks? If so, what are the names of the chemicals and amounts and concentrations used? Please provide the SDS/MSDS sheets for these ch"
2018-07-30__-4128789177103566747__HAVS PFAS Survey.docx v1.pdf,2,"to control air emissions or as wetting agents for any plating or etch tanks? If so, what are the names of the chemicals and amounts and concentrations used? Please provide the SDS/MSDS sheets for these chemicals. iv. Are any other chemicals used in the plating processes known to contain PFAS or PFOS? If so, what are the names of the chemicals and amounts and concentrations used? Please provide the SDS/MSDS sheets for these chemicals and a schematic or flow diagram that shows where each chemical is used. v. Are there any other fluorinated chemicals used (look for “fluoro” in the SDS/MSDS chemical listing or product name, e.g., “fluorinated surfactant(s)” or “organic fluorosulfonate”)? If so, what are the names of the chemicals and amounts and concentrations used? Please provide the SDS"
2018-07-30__-7794513103865681017__Piranha PFAS Survey.pdf v1.pdf,2,"Section 1 -Electroplaters/metal finishers/circuit board manufacturers PFAS-containing chemicals, specifically those containing perfluoroctane sulfonate (PFOS) were used by electroplaters as a demister/defoamer/surfactant to control air emissions of hexavalent chromium beginning in the mid-1990s. While hard chrome and decorative chrome platers using hexavalent chrome are the most likely sources, PFAS have also been found in wetting agents and other plating chemicals involving other metals and plastics. Even if used many years ago, PFAS-containing chemicals may persist in plating tanks, etch tanks, sumps, air emission control systems and secondary con"
2018-07-30__-7794513103865681017__Piranha PFAS Survey.pdf v1.pdf,2,"S have also been found in wetting agents and other plating chemicals involving other metals and plastics. Even if used many years ago, PFAS-containing chemicals may persist in plating tanks, etch tanks, sumps, air emission control systems and secondary containment pits. Some chemicals identified as PFOS-free may still contain PFAS. We are still learning about the behavior of these chemicals, and there are concerns that chemical changes may occur in plating and etch baths. Platers in Michigan and Minnesota were found to have PFOS contamination in their wastewater years after they discontinued use of PFOS- containing chemicals. i. What types of plating are currently performed at your facility? Nos ii. What types of plating were previously performed at your facility? Please summarize the plating"
2018-07-30__-7794513103865681017__Piranha PFAS Survey.pdf v1.pdf,2,"systems and secondary containment pits. Some chemicals identified as PFOS-free may still contain PFAS. We are still learning about the behavior of these chemicals, and there are concerns that chemical changes may occur in plating and etch baths. Platers in Michigan and Minnesota were found to have PFOS contamination in their wastewater years after they discontinued use of PFOS- containing chemicals. i. What types of plating are currently performed at your facility? Nos ii. What types of plating were previously performed at your facility? Please summarize the plating activities over the last 20 years if possible. ro J & iii. Are or were demisters/defoamers/surfactants used to control air emissions or as wetting agents for any plating or etch tanks? If so, what are the names of the chemicals an"
